contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2019-05-01 06:07:55,"[0, 124]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6HEli95M2T', 'expanded_url': 'https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2018.05162?utm_source=Newsletter&utm_medium=email&utm_content=The+Veterans++Health+Advantage+Program%3B+Capitated+Payments+For+Rural+Hospitals&utm_campaign=HAT+4-29-19#.XMk3swqpKps.twitter', 'display_url': 'healthaffairs.org/doi/abs/10.137…', 'indices': [101, 124]}]}",,0,False,Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities | Health Affairs https://t.co/6HEli95M2T,,1123469077194924033,1123469077194924033,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 900663271, 'id_str': '900663271', 'name': 'Chris Kelly', 'screen_name': 'Prevention_Plus', 'location': 'Malibu, California', 'description': 'We are an educational nonprofit dedicated to informing young people and their parents about substance abuse. We focus on solutions and alternatives to drug use.', 'url': 'http://t.co/ydCgAL3cL7', 'entities': {'url': {'urls': [{'url': 'http://t.co/ydCgAL3cL7', 'expanded_url': 'http://www.preventionplus.info', 'display_url': 'preventionplus.info', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 240, 'friends_count': 321, 'listed_count': 2, 'created_at': 'Tue Oct 23 21:51:57 +0000 2012', 'favourites_count': 4, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 815, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/2756276235/0a829a3e5e61d38b94d9c4fdaf74970a_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/2756276235/0a829a3e5e61d38b94d9c4fdaf74970a_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/900663271/1351034627', 'profile_link_color': '7407BD', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/Prevention_Plus/status/1123469077194924033,[],[],Prevention_Plus,240
,,2019-02-12 18:05:29,"[0, 124]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mRB5J0boVl', 'expanded_url': 'https://www.healthaffairs.org/doi/full/10.1377/hlthaff.2018.05162#.XGMK5kLJehY.twitter', 'display_url': 'healthaffairs.org/doi/full/10.13…', 'indices': [101, 124]}]}",,0,False,Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities | Health Affairs https://t.co/mRB5J0boVl,,1095383405280272384,1095383405280272384,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 4853613711, 'id_str': '4853613711', 'name': 'CTN Northeast Node', 'screen_name': 'NENodeCTN', 'location': 'Dartmouth College', 'description': 'Collaborative development & delivery of science-based treatment for drug use in the National Institute on Drug Abuse Clinical Trials Network.', 'url': 'https://t.co/yosCjMDyWK', 'entities': {'url': {'urls': [{'url': 'https://t.co/yosCjMDyWK', 'expanded_url': 'http://www.ctnnortheastnode.org', 'display_url': 'ctnnortheastnode.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 247, 'friends_count': 310, 'listed_count': 6, 'created_at': 'Wed Jan 27 14:27:58 +0000 2016', 'favourites_count': 375, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1712, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/710174418480271360/N4pq6NDZ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/710174418480271360/N4pq6NDZ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4853613711/1458153886', 'profile_link_color': '406BFF', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/NENodeCTN/status/1095383405280272384,[],[],NENodeCTN,247
,,2019-01-24 16:05:06,"[0, 278]","{'hashtags': [{'text': 'opioids', 'indices': [246, 254]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Xc7UnGNRho', 'expanded_url': 'https://www.healthaffairs.org/doi/10.1377/hlthaff.2018.05162', 'display_url': 'healthaffairs.org/doi/10.1377/hl…', 'indices': [255, 278]}], 'media': [{'id': 1088467738513809409, 'id_str': '1088467738513809409', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/DxsDpCeWoAEc6Og.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DxsDpCeWoAEc6Og.jpg', 'url': 'https://t.co/x8aYSxq1nT', 'display_url': 'pic.twitter.com/x8aYSxq1nT', 'expanded_url': 'https://twitter.com/NDEWSNews/status/1088467740304830470/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 766, 'h': 417, 'resize': 'fit'}, 'large': {'w': 766, 'h': 417, 'resize': 'fit'}, 'small': {'w': 680, 'h': 370, 'resize': 'fit'}}}]}","{'media': [{'id': 1088467738513809409, 'id_str': '1088467738513809409', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/DxsDpCeWoAEc6Og.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DxsDpCeWoAEc6Og.jpg', 'url': 'https://t.co/x8aYSxq1nT', 'display_url': 'pic.twitter.com/x8aYSxq1nT', 'expanded_url': 'https://twitter.com/NDEWSNews/status/1088467740304830470/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 766, 'h': 417, 'resize': 'fit'}, 'large': {'w': 766, 'h': 417, 'resize': 'fit'}, 'small': {'w': 680, 'h': 370, 'resize': 'fit'}}}]}",0,False,"Research article: The number of U.S. substance use treatment facilities offering medication treatment (MT) is on the rise from 20% in 2007 to 31% in 2016, suggesting an existing need for MT nationally and expansion of health insurance  coverage.
#opioids
https://t.co/Xc7UnGNRho https://t.co/x8aYSxq1nT",,1088467740304830470,1088467740304830470,,,,,,False,en,,False,1,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",False,"{'id': 3248655245, 'id_str': '3248655245', 'name': 'NDEWS', 'screen_name': 'NDEWSNews', 'location': 'JOIN: network.ndews.org', 'description': 'The National Drug Early Warning System (NDEWS) is funded by the National Institute on Drug Abuse (NIDA) to monitor emerging drug use trends.', 'url': 'https://t.co/6NoTT4iDcG', 'entities': {'url': {'urls': [{'url': 'https://t.co/6NoTT4iDcG', 'expanded_url': 'http://ndews.org', 'display_url': 'ndews.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1207, 'friends_count': 114, 'listed_count': 13, 'created_at': 'Tue May 12 19:30:23 +0000 2015', 'favourites_count': 97, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 3952, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/759035914668552196/7WaXf7pD_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/759035914668552196/7WaXf7pD_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3248655245/1469804347', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}","[{'id': 567519928, 'id_str': '567519928', 'name': 'CDUHR', 'screen_name': 'CDUHR_NYC', 'location': 'New York, NY', 'description': 'Center for Drug Use & HIV Research is dedicated to increasing the understanding of the drug use-HIV epidemic, particularly among high-risk ppl -NIDA P30DA011041', 'url': 'http://t.co/wOM5BtjCDR', 'entities': {'url': {'urls': [{'url': 'http://t.co/wOM5BtjCDR', 'expanded_url': 'http://www.cduhr.org', 'display_url': 'cduhr.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 559, 'friends_count': 107, 'listed_count': 49, 'created_at': 'Mon Apr 30 20:19:09 +0000 2012', 'favourites_count': 459, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 8770, 'lang': None, 'status': {'created_at': 'Mon Jul 08 17:34:09 +0000 2019', 'id': 1148284148815208449, 'id_str': '1148284148815208449', 'text': 'Offering Emergency Buprenorphine Without a Prescription? - @JAMA_current viewpoint https://t.co/awnLGg6JzC', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JAMA_current', 'name': 'JAMA', 'id': 38489678, 'id_str': '38489678', 'indices': [59, 72]}], 'urls': [{'url': 'https://t.co/awnLGg6JzC', 'expanded_url': 'https://ja.ma/2xDC24Y', 'display_url': 'ja.ma/2xDC24Y', 'indices': [83, 106]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/691704551552991232/Bphq73fQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/691704551552991232/Bphq73fQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/567519928/1453831703', 'profile_link_color': '41B0E4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]",[559],['CDUHR_NYC'],https://twitter.com/NDEWSNews/status/1088467740304830470,[],['opioids'],NDEWSNews,1207
,,2019-01-17 15:30:39,"[0, 211]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/bdErgs85Lg', 'expanded_url': 'https://www.medicaid.gov/federal-policy-guidance/downloads/smd18006.pdf', 'display_url': 'medicaid.gov/federal-policy…', 'indices': [62, 85]}, {'url': 'https://t.co/ABLrbVLnqy', 'expanded_url': 'https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2018.05162#.XECfRIXptNI.twitter', 'display_url': 'healthaffairs.org/doi/abs/10.137…', 'indices': [188, 211]}]}",,9,False,(Reminder that Medicaid can help with telehealth MAT systems! https://t.co/bdErgs85Lg) Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities | Health Affairs https://t.co/ABLrbVLnqy,,1085922354407112706,1085922354407112706,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,"{'id': 363508759, 'id_str': '363508759', 'name': 'Thomas Novak', 'screen_name': 'ThomasNOV', 'location': 'Philadelphia', 'description': 'Medicaid Interoperability Lead splitting time between @CMSGov & @ONC_HealthIT. Health Information Exchange as a noun *and* a verb. Not official at all.', 'url': 'https://t.co/GE5h8rD3Uc', 'entities': {'url': {'urls': [{'url': 'https://t.co/GE5h8rD3Uc', 'expanded_url': 'http://www.linkedin.com/in/thomas-novak-medicaid', 'display_url': 'linkedin.com/in/thomas-nova…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2137, 'friends_count': 2733, 'listed_count': 100, 'created_at': 'Sun Aug 28 06:00:05 +0000 2011', 'favourites_count': 3922, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 6958, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/976992492137611264/D6LU7F3R_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/976992492137611264/D6LU7F3R_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/363508759/1414027204', 'profile_link_color': '067FCF', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/ThomasNOV/status/1085922354407112706,[],[],ThomasNOV,2137
,,2019-01-17 14:19:19,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HealthPolicyOH', 'name': 'HPIO', 'id': 274510483, 'id_str': '274510483', 'indices': [233, 248]}], 'urls': [{'url': 'https://t.co/Kb72L5CY2Y', 'expanded_url': 'https://www.ncbi.nlm.nih.gov/pubmed/30615514/', 'display_url': 'ncbi.nlm.nih.gov/pubmed/3061551…', 'indices': [251, 274]}]}",,1,False,"As of 2018, only 13 Ohio counties had all 3 forms of MAT for OUD.  We can do better. This study highlights the challenge.          Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities. - PubMed - NCBI ⁦@HealthPolicyOH⁩  https://t.co/Kb72L5CY2Y",,1085904404778123264,1085904404778123264,,,,,,False,en,,False,3,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 4826649481, 'id_str': '4826649481', 'name': 'Amy Bush Stevens', 'screen_name': 'AmyStevensHPIO', 'location': 'Columbus, OH', 'description': 'Vice President, Prevention and Public Health Policy, Health Policy Institute of Ohio', 'url': 'https://t.co/WazcFyu65f', 'entities': {'url': {'urls': [{'url': 'https://t.co/WazcFyu65f', 'expanded_url': 'http://www.healthpolicyohio.org/', 'display_url': 'healthpolicyohio.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 278, 'friends_count': 315, 'listed_count': 2, 'created_at': 'Thu Jan 28 18:20:19 +0000 2016', 'favourites_count': 981, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 374, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1114561729638350848/PcqY2GqG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1114561729638350848/PcqY2GqG_normal.jpg', 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}","[{'id': 274510483, 'id_str': '274510483', 'name': 'HPIO', 'screen_name': 'HealthPolicyOH', 'location': 'Columbus, Ohio', 'description': 'HPIO provides state policymakers with the independent information and analysis they need to create informed health policy.', 'url': 'http://t.co/4t3m201lNk', 'entities': {'url': {'urls': [{'url': 'http://t.co/4t3m201lNk', 'expanded_url': 'http://www.hpio.net', 'display_url': 'hpio.net', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1741, 'friends_count': 1130, 'listed_count': 63, 'created_at': 'Wed Mar 30 12:52:13 +0000 2011', 'favourites_count': 590, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5738, 'lang': None, 'status': {'created_at': 'Fri Jun 28 15:32:07 +0000 2019', 'id': 1144629556147621888, 'id_str': '1144629556147621888', 'text': 'National opioid lawsuit paused as states, local governments devise settlement plan via Ohio Health Policy News - St… https://t.co/JUWUlbkPnM', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JUWUlbkPnM', 'expanded_url': 'https://twitter.com/i/web/status/1144629556147621888', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://www.feedblitz.com/f/f.fbz?help/default#twitter"" rel=""nofollow"">FeedBlitz</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '041C24', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1325261561/HPIO_LOGO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1325261561/HPIO_LOGO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/274510483/1418831037', 'profile_link_color': '003366', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'B3D8E6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 804367733026648064, 'id_str': '804367733026648064', 'name': 'Terry Allan', 'screen_name': 'TerryAllanCCBH', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 167, 'friends_count': 140, 'listed_count': 1, 'created_at': 'Thu Dec 01 16:53:06 +0000 2016', 'favourites_count': 961, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1349, 'lang': None, 'status': {'created_at': 'Mon Jul 08 10:31:32 +0000 2019', 'id': 1148177793584435202, 'id_str': '1148177793584435202', 'text': 'RT @AmeshAA: The CDC says a #salmonella outbreak in 8 states appears linked to Cavi brand papayas https://t.co/13B8E0Itfs', 'truncated': False, 'entities': {'hashtags': [{'text': 'salmonella', 'indices': [28, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'AmeshAA', 'name': 'Amesh Adalja', 'id': 227429355, 'id_str': '227429355', 'indices': [3, 11]}], 'urls': [{'url': 'https://t.co/13B8E0Itfs', 'expanded_url': 'https://www.cnn.com/2019/07/05/health/salmonella-outbreak-cavi-brand-papayas-trnd/index.html', 'display_url': 'cnn.com/2019/07/05/hea…', 'indices': [98, 121]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sun Jul 07 18:50:18 +0000 2019', 'id': 1147940925378912256, 'id_str': '1147940925378912256', 'text': 'The CDC says a #salmonella outbreak in 8 states appears linked to Cavi brand papayas https://t.co/13B8E0Itfs', 'truncated': False, 'entities': {'hashtags': [{'text': 'salmonella', 'indices': [15, 26]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/13B8E0Itfs', 'expanded_url': 'https://www.cnn.com/2019/07/05/health/salmonella-outbreak-cavi-brand-papayas-trnd/index.html', 'display_url': 'cnn.com/2019/07/05/hea…', 'indices': [85, 108]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': {'id': '946ccd22e1c9cda1', 'url': 'https://api.twitter.com/1.1/geo/id/946ccd22e1c9cda1.json', 'place_type': 'city', 'name': 'Pittsburgh', 'full_name': 'Pittsburgh, PA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-80.095586, 40.3615796], [-79.8657933, 40.3615796], [-79.8657933, 40.501198], [-80.095586, 40.501198]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1101177866031714305/z7Ha-fvR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1101177866031714305/z7Ha-fvR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/804367733026648064/1517453933', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 123676026, 'id_str': '123676026', 'name': 'Adam White', 'screen_name': 'AdamWhite720', 'location': 'Indianapolis, IN', 'description': 'Health & social policy stuff. Opinions are my own.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 726, 'friends_count': 846, 'listed_count': 12, 'created_at': 'Tue Mar 16 21:55:03 +0000 2010', 'favourites_count': 2560, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 506, 'lang': None, 'status': {'created_at': 'Wed Jun 26 22:05:20 +0000 2019', 'id': 1144003737977049092, 'id_str': '1144003737977049092', 'text': '@lorenanthes @lscohio Is this also the last documented instance of you smiling for a camera?', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lorenanthes', 'name': 'Loren Anthes', 'id': 40616299, 'id_str': '40616299', 'indices': [0, 12]}, {'screen_name': 'lscohio', 'name': 'Ohio LSC', 'id': 3374607976, 'id_str': '3374607976', 'indices': [13, 21]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1143946109330579456, 'in_reply_to_status_id_str': '1143946109330579456', 'in_reply_to_user_id': 40616299, 'in_reply_to_user_id_str': '40616299', 'in_reply_to_screen_name': 'lorenanthes', 'geo': None, 'coordinates': None, 'place': {'id': '018929347840059e', 'url': 'https://api.twitter.com/1.1/geo/id/018929347840059e.json', 'place_type': 'city', 'name': 'Indianapolis', 'full_name': 'Indianapolis, IN', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826097644107862017/3dosgIKQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826097644107862017/3dosgIKQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/123676026/1485792002', 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]","[1741, 167, 726]","['HealthPolicyOH', 'TerryAllanCCBH', 'AdamWhite720']",https://twitter.com/AmyStevensHPIO/status/1085904404778123264,['HealthPolicyOH'],[],AmyStevensHPIO,278
