,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.0,0.5,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0
1,0.1111111111111111,,0.09210526315789473,0.13333333333333333,0.05405405405405406,0.2,0.039473684210526314,0.16666666666666666,0.0,0.09090909090909091,0.02631578947368421,0.06666666666666667,0.07407407407407407,0.3333333333333333,0.03125,0.046511627906976744,0.5,0.1111111111111111,0.05357142857142857,0.06666666666666667,0.02631578947368421,0.02631578947368421,0.07272727272727272,0.0,0.18181818181818182,0.0,0.02702702702702703,0.0,0.0
2,0.1111111111111111,0.09210526315789473,,0.26666666666666666,0.10810810810810811,0.4,0.06779661016949153,0.05555555555555555,0.0,0.22727272727272727,0.06521739130434782,0.13333333333333333,0.18518518518518517,0.3333333333333333,0.0625,0.13953488372093023,0.5,0.1111111111111111,0.10714285714285714,0.2,0.03389830508474576,0.025423728813559324,0.03636363636363636,0.14285714285714285,0.09090909090909091,0.25,0.05405405405405406,0.1111111111111111,0.03125
3,0.2222222222222222,0.13333333333333333,0.26666666666666666,,0.26666666666666666,0.1,0.26666666666666666,0.13333333333333333,0.0,1.0,0.06666666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.0,0.5,0.0,0.13333333333333333,0.0,0.06666666666666667,0.2,0.06666666666666667,0.0,0.09090909090909091,0.0,0.06666666666666667,0.0,0.0
4,0.2222222222222222,0.05405405405405406,0.10810810810810811,0.26666666666666666,,0.1,0.08108108108108109,0.08333333333333333,0.0,0.18181818181818182,0.02702702702702703,0.06666666666666667,0.1111111111111111,0.0,0.03125,0.02702702702702703,0.5,0.0,0.08108108108108109,0.0,0.10810810810810811,0.13513513513513514,0.02702702702702703,0.0,0.09090909090909091,0.0,0.02702702702702703,0.0,0.0
5,0.2222222222222222,0.2,0.4,0.1,0.1,,0.5,0.1,0.0,0.1,0.5,0.1,0.4,0.6666666666666666,0.3,0.5,0.5,0.3,0.5,0.2,0.3,0.3,0.3,0.14285714285714285,0.1,0.25,0.2,0.2222222222222222,0.0
6,0.2222222222222222,0.039473684210526314,0.06779661016949153,0.26666666666666666,0.08108108108108109,0.5,,0.05555555555555555,0.0,0.3181818181818182,0.043478260869565216,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.15625,0.18604651162790697,0.5,0.05555555555555555,0.16071428571428573,0.13333333333333333,0.022388059701492536,0.022388059701492536,0.10909090909090909,0.14285714285714285,0.18181818181818182,0.25,0.05405405405405406,0.1111111111111111,0.0
7,0.2222222222222222,0.16666666666666666,0.05555555555555555,0.13333333333333333,0.08333333333333333,0.1,0.05555555555555555,,0.0,0.09090909090909091,0.027777777777777776,0.06666666666666667,0.1111111111111111,0.0,0.03125,0.05555555555555555,0.5,0.16666666666666666,0.16666666666666666,0.0,0.027777777777777776,0.08333333333333333,0.16666666666666666,0.0,0.09090909090909091,0.0,0.05555555555555555,0.0,0.03125
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.2222222222222222,0.09090909090909091,0.22727272727272727,1.0,0.18181818181818182,0.1,0.3181818181818182,0.09090909090909091,0.0,,0.045454545454545456,0.0,0.13636363636363635,0.0,0.09090909090909091,0.045454545454545456,0.5,0.0,0.13636363636363635,0.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.0,0.09090909090909091,0.0,0.045454545454545456,0.0,0.0
10,0.1111111111111111,0.02631578947368421,0.06521739130434782,0.06666666666666667,0.02702702702702703,0.5,0.043478260869565216,0.027777777777777776,0.0,0.045454545454545456,,0.06666666666666667,0.14814814814814814,0.3333333333333333,0.09375,0.09302325581395349,0.5,0.05555555555555555,0.07142857142857142,0.2,0.043478260869565216,0.010869565217391304,0.05454545454545454,0.14285714285714285,0.09090909090909091,0.25,0.05405405405405406,0.2222222222222222,0.0
11,0.0,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,0.1,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
12,0.2222222222222222,0.07407407407407407,0.18518518518518517,0.13333333333333333,0.1111111111111111,0.4,0.3333333333333333,0.1111111111111111,0.0,0.13636363636363635,0.14814814814814814,0.06666666666666667,,0.3333333333333333,0.07407407407407407,0.18518518518518517,0.5,0.1111111111111111,1.0,0.2,0.1111111111111111,0.1111111111111111,0.18518518518518517,0.14285714285714285,0.09090909090909091,0.25,0.07407407407407407,0.1111111111111111,0.0
