,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,,0.0,0.0,0.0008313471711767749,0.0026169385584245653,0.003027278053861678,0.0005729442533485294,0.0033229739421467845,0.0,0.0027300134536634227,0.0,0.0,0.0014419236714073797,0.011261124901616517,0.0,0.0,0.0,0.003778849279445227,0.000902582750280028,0.0,0.0,0.0002491066212181493,0.0004254015840588567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050838192419825075,0.0,0.0,0.0,0.0015531854268745775,0.0,0.0,0.015001079214331966,0.0,0.008886832301084455
1,0.0,,0.04987527448800522,5.956292723991351e-06,0.00035946798737867956,0.13315615043468515,0.06785272009672035,0.24830966035277513,0.0,1.106590484059564e-05,0.07450994445439885,0.0004136530578988932,0.12975172314806435,0.23424702290420343,0.0,0.16294374218053606,0.0,0.24099821607411118,0.14819920274636317,0.12330830634926283,0.030326057627093922,0.015822244563104035,0.013946708373777988,0.0,0.09869793078967219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08570875058994709,0.0,0.1355949888808457,0.0,0.0,0.0,0.15910499613562798,0.1957409952740487
2,0.0,0.002020177661636136,,0.042102802092667445,0.00014337105983471706,0.16326426885084258,0.48846890116131053,0.0019225683446600448,0.0,0.5431682140805396,0.08676227686404792,0.06745760995293253,0.1306285023220288,0.0,0.11084183017905644,0.162375391659382,0.0,0.053185242353572804,0.17019661291866836,0.09939431915557732,0.04449431283456832,0.025510807513702695,0.0015035601442126426,0.113392833068191,0.0,0.11341194555126312,0.047890512544868175,0.11255956993218964,0.0012195677802511323,0.0,0.0,0.1048943984735014,0.567486411986831,0.0,0.12413947328104691,0.13426238336208499,0.1586849935006443,0.12642078334350415,0.05235936674562465,0.0
3,2.6429193425492543,0.9287284312749385,0.36624689467480814,,1.5655269456036753,0.9239546188778154,0.5498700464216113,1.505618047201518,0.0,3.4522448807440056,0.47714015341545135,0.0,0.8979342021567728,0.0,1.2769619586678953,0.0,2.7455679579776757,0.0,0.6296630542178516,0.0,0.18353471976800767,0.21881390419525473,0.06921310182297002,0.0,1.8448869989882777,0.0,0.20425562377354994,0.0,0.0,0.0,0.0,1.0883704178708526,0.7277052735664171,0.0,0.946265096865464,1.2383556467836974,0.41959107832417547,2.5255882169381514,1.6942090898303073,1.4912166358208772
4,0.0026169385584245653,0.00035946798737867956,0.00014337105983471706,0.0435809943129701,,0.0,0.0006446179598881276,0.002147805478328244,0.0,0.10108419995574694,0.0,0.0006099777573767259,0.001306771676777754,0.0,0.0,0.00027307557573433885,0.0,0.0,0.0009302837365396446,0.0,0.00048159707476588614,0.002353583386704452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020903939725491243,0.0,0.0013734032341430997,0.0,0.0,0.002515859872035041,0.0,0.0
5,0.003027278053861678,0.1331597789262682,0.22816064737613848,0.0,0.0,,0.23836327759891993,0.0,0.0,0.0,0.26814462529170235,0.22597546755739767,0.5318237763652611,0.23635211378192544,0.4240680749872788,0.6309926662302648,0.0,0.37288128288779043,0.5536126412417917,0.49394034660274294,0.0975525897502763,0.03612571643015848,0.00015099048926757935,0.4634560282124752,0.0,0.46377546800474206,0.07032464991521711,0.4602166523919566,0.0,0.0,0.0030775000551523306,0.34816516609748527,0.313883339842924,0.0,0.564697247049451,0.41465638526812193,0.24944023664671017,0.8237653547254951,0.15829602899080333,0.19764289868122387
6,0.0005729442533485294,0.06785446239190733,0.18587259454578434,0.056795836957106334,0.0006446179598881276,0.23836327759891993,,0.0005012540366276061,0.0,0.0821991535906302,0.16208326298301667,0.0007948949259823422,0.24656456736076174,0.08673063968148363,0.17393413290557092,0.2287700171486799,0.0,0.07199793623806672,0.20272082804051916,0.22644164164019898,0.07909831706913402,0.00047716359336332886,0.0014692856851026303,0.1744657106882754,0.009937687390067701,0.17451095932476285,0.05619919751704692,0.17250092292546865,0.0,0.002466326733872872,0.0,0.15512814837767253,0.5468717336120651,0.0,0.25312745122602254,0.17283051167975477,0.10297946655977726,0.20816877295725172,0.16260136037686168,0.08421282537305283
7,0.0033229739421467845,0.24831582116365036,0.0019225683446600448,0.0006884715683530918,0.002147805478328244,0.0,0.0005012540366276061,,0.0,0.0016235757211187488,0.0,0.0007085092678737566,0.0017824087326577737,0.0,0.0,0.0027393140215134933,0.0,0.005163972286374134,0.003982125625696141,0.0,0.0,0.0015551337575528733,0.013953766275502554,0.0,0.0,0.0,0.005488077331068521,0.0,0.0051534767728756,0.0,0.0,0.003469338548503764,0.0,0.0,0.0011192392394004421,0.0,0.0,0.0031616777363297245,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0027300134536634227,1.106590484059564e-05,0.05450384908107068,0.25159175252842625,0.10108419995574694,0.0,0.0821991535906302,0.0016235757211187488,0.0,,0.0,0.0,0.02356090640192864,0.0,0.00422517521163556,0.01755980616609952,0.0,0.0,0.016590051105575387,0.0,0.0,0.012915624371572837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02218070266244177,0.10717224474778687,0.0,0.0010429406424214231,0.0,0.0,0.0026201943467893192,0.2409859943977591,0.0
