contributors,coordinates,created_at,display_text_range,entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2019-02-26 05:48:59,"[63, 125]",,0,False,"@mloxton @CameronGettel @AliRaja_MD @SAEMonline @acep @MDaware Reference from @ReneeYHsia on point #3
https://t.co/hmoxkr6wge",,1100271488169635840,1100271488169635840,KBFischer,1100271398931628033,1100271398931628033,324140951,324140951,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/KBFischer/status/1100271488169635840,,,,
