contributors,coordinates,created_at,display_text_range,entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2019-01-05 03:12:17,"[0, 153]",,3,False,Hospitals With Higher Nurse Staffing Had Lower Odds Of Readmissions Penalties Than Hospitals With Lower Staffing | Health Affairs https://t.co/Vo5WvoaAu4,,1081387885058756613,1081387885058756613,,,,,,False,en,,False,2,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"[{'id': 21509509, 'id_str': '21509509', 'name': 'Laurel Smith', 'screen_name': 'DirtDogsMom', 'location': 'Medford, NJ', 'description': 'A lifelong Phillie’s fan whose heart has been stolen by the Tampa Bay Rays. Mom of an amazing young man and champion for Mitochondrial Disease. ⚾', 'url': 'https://t.co/xM949lHKrJ', 'entities': {'url': {'urls': [{'url': 'https://t.co/xM949lHKrJ', 'expanded_url': 'https://www.facebook.com/momslovebaseballtoo', 'display_url': 'facebook.com/momslovebaseba…', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 368, 'friends_count': 867, 'listed_count': 9, 'created_at': 'Sat Feb 21 19:24:07 +0000 2009', 'favourites_count': 13646, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 16128, 'lang': None, 'status': {'created_at': 'Thu May 23 19:46:53 +0000 2019', 'id': 1131647710174564358, 'id_str': '1131647710174564358', 'text': ""RT @ElizabethHarm20: Look what @NationalADAPT did for US!! Look at all these new co-sponsor 's to #HR555 #DIAToday\n\nThey went to Washington…"", 'truncated': False, 'entities': {'hashtags': [{'text': 'HR555', 'indices': [98, 104]}, {'text': 'DIAToday', 'indices': [105, 114]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ElizabethHarm20', 'name': 'Elizabeth Harmon', 'id': 2272116546, 'id_str': '2272116546', 'indices': [3, 19]}, {'screen_name': 'NationalADAPT', 'name': 'NationalADAPT', 'id': 15515858, 'id_str': '15515858', 'indices': [31, 45]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu May 23 15:19:57 +0000 2019', 'id': 1131580533027332099, 'id_str': '1131580533027332099', 'text': ""Look what @NationalADAPT did for US!! Look at all these new co-sponsor 's to #HR555 #DIAToday\n\nThey went to Washing… https://t.co/uxTDB6Lh5U"", 'truncated': True, 'entities': {'hashtags': [{'text': 'HR555', 'indices': [77, 83]}, {'text': 'DIAToday', 'indices': [84, 93]}], 'symbols': [], 'user_mentions': [{'screen_name': 'NationalADAPT', 'name': 'NationalADAPT', 'id': 15515858, 'id_str': '15515858', 'indices': [10, 24]}], 'urls': [{'url': 'https://t.co/uxTDB6Lh5U', 'expanded_url': 'https://twitter.com/i/web/status/1131580533027332099', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 10, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFC77A', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1106218939628118018/cB7PJUXp_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1106218939628118018/cB7PJUXp_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/21509509/1552578123', 'profile_link_color': '40A699', 'profile_sidebar_border_color': '2D2824', 'profile_sidebar_fill_color': 'A71008', 'profile_text_color': 'DF921E', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 777231055224836096, 'id_str': '777231055224836096', 'name': 'The Shig', 'screen_name': 'fynche68', 'location': '', 'description': 'too weird for normal people, too normal for weirdos', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 244, 'friends_count': 542, 'listed_count': 6, 'created_at': 'Sat Sep 17 19:41:38 +0000 2016', 'favourites_count': 24982, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 9113, 'lang': None, 'status': {'created_at': 'Mon May 06 04:20:12 +0000 2019', 'id': 1125253906320306177, 'id_str': '1125253906320306177', 'text': 'RT @livelovebread: Missandei was the most innocent, pure character we’ve ever had, all she wanted was to support the queen that freed her f…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'livelovebread', 'name': '𝐉. | 𝐭𝐡𝐞 𝐝𝐫𝐚𝐠𝐨𝐧 𝐪𝐮𝐞𝐞𝐧', 'id': 625745792, 'id_str': '625745792', 'indices': [3, 17]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Mon May 06 02:29:32 +0000 2019', 'id': 1125226058767269896, 'id_str': '1125226058767269896', 'text': 'Missandei was the most innocent, pure character we’ve ever had, all she wanted was to support the queen that freed… https://t.co/8IG8rj0HQa', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8IG8rj0HQa', 'expanded_url': 'https://twitter.com/i/web/status/1125226058767269896', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 688, 'favorite_count': 1967, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 688, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/906651513623339008/nkv8kHNJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/906651513623339008/nkv8kHNJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/777231055224836096/1504997641', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]","[368, 244]","['DirtDogsMom', 'fynche68']",https://twitter.com/njsaferatios/status/1081387885058756613,,,,
