contributors,coordinates,created_at,display_text_range,entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2018-09-26 12:19:47,"[0, 115]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/TiU2Ngggnb', 'expanded_url': 'https://www.fda.gov/MedicalDevices/Safety/AlertsandNotices/ucm621494.htm', 'display_url': 'fda.gov/MedicalDevices…', 'indices': [92, 115]}]}",0,False,"Mammography Problems at Aims Diagnostic Imaging in Manahawkin, NJ: FDA Safety Communication https://t.co/TiU2Ngggnb",,1044924494559801345,1044924494559801345,,,,,,False,en,"{'id': 'b070589a562d15a7', 'url': 'https://api.twitter.com/1.1/geo/id/b070589a562d15a7.json', 'place_type': 'city', 'name': 'Beach Haven West', 'full_name': 'Beach Haven West, NJ', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-74.258789, 39.647474], [-74.213989, 39.647474], [-74.213989, 39.692833], [-74.258789, 39.692833]]]}, 'attributes': {}}",False,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,"{'id': 525460737, 'id_str': '525460737', 'name': 'NJ Small Business', 'screen_name': 'NJmompop', 'location': 'Trenton, NJ', 'description': 'Small business advocate fighting for #smallbiz in New Jersey. Opinions expressed are my own. Retweets are not endorsements.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3765, 'friends_count': 1860, 'listed_count': 160, 'created_at': 'Thu Mar 15 15:18:17 +0000 2012', 'favourites_count': 9418, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 11743, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFF04D', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/578208362912968704/OErkktGR_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/578208362912968704/OErkktGR_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/525460737/1415158717', 'profile_link_color': '0099CC', 'profile_sidebar_border_color': 'FFF8AD', 'profile_sidebar_fill_color': 'F6FFD1', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/NJmompop/status/1044924494559801345,[],[],NJmompop,3765
