contributors,coordinates,created_at,display_text_range,entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2017-01-09 19:34:18,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",0,False,Implantable Cardiac Devices and Merlinhome Transmitter by St. Jude Medical: FDA Safety Communication -  Cybersecurity Vulnerabilities Ident…,,818541428435456005,818541428435456005,,,,,,False,en,,0,False,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,"{'id': 761654011103703040, 'id_str': '761654011103703040', 'name': 'PharmaSoft', 'screen_name': 'PharmaSoft_TR', 'location': 'Istanbul, Turkey', 'description': 'PharmaSoft is a consulting firm that combines professional software solutions with specialized expertise in drug safety, regulatory afffairs and compliance.', 'url': 'https://t.co/bx8fsO2a5N', 'entities': {'url': {'urls': [{'url': 'https://t.co/bx8fsO2a5N', 'expanded_url': 'http://www.pharmasoft.com.tr', 'display_url': 'pharmasoft.com.tr', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 69, 'friends_count': 199, 'listed_count': 8, 'created_at': 'Fri Aug 05 20:04:01 +0000 2016', 'favourites_count': 323, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 4483, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/761656958709600256/DFt2SmPa_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/761656958709600256/DFt2SmPa_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/761654011103703040/1470482869', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/PharmaSoft_TR/status/818541428435456005,[],[],PharmaSoft_TR,69
,,2017-01-09 19:03:20,"[0, 140]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",0,False,Implantable Cardiac Devices and Merlinhome Transmitter by St. Jude Medical: FDA Safety Communication -  Cybersecurity Vulnerabilities Ident…,,818533633661210626,818533633661210626,,,,,,False,en,,0,False,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",False,"{'id': 131860752, 'id_str': '131860752', 'name': 'Gizem Usta', 'screen_name': 'gizemusta', 'location': '', 'description': 'AtaTurkiye\nBorn to be a Pharmacist❣/Pharmacovigilance\nUltrAslan❤ #hayir', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 610, 'friends_count': 759, 'listed_count': 16, 'created_at': 'Sun Apr 11 15:21:09 +0000 2010', 'favourites_count': 1502, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 29790, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/741978393026121728/lEF_Cnko_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/741978393026121728/lEF_Cnko_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/131860752/1471878919', 'profile_link_color': 'F5190A', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '870FFF', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,https://twitter.com/gizemusta/status/818533633661210626,[],[],gizemusta,610
